Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
74,75-100K,700-749,2020,135430,86,1,Volkswagen,Altima,Leased,Married,Bachelor's Degree,Renter,Retired,Female,Mail,Event,Tablet,Yes,Yes,Yes,Yes,Yes,No,South,35767,Yes,Yes,Mixed,Spanish,Active Duty,No,Medium,Medium,1,8,No,None,No,4,100-200K,1000-1500,No,No,Medium,No,No,Low,Low,No,No,Yes
57,30-50K,650-699,2011,87549,65,0,Kia,Jetta,Financed,Divorced,Bachelor's Degree,Living with Family,Unemployed,Female,Email,Cold Call,Mobile,Yes,Yes,Yes,Yes,No,No,South,68529,No,Yes,Business,English,None,Yes,High,Low,1,15,Yes,None,Yes,1,100-200K,1500-2000,Yes,Yes,High,Yes,No,Low,Low,Yes,Yes,Yes
49,75-100K,650-699,2014,139301,66,0,Honda,Civic,Financed,Divorced,Doctorate,Living with Family,Employed Part-Time,Other,Phone,Email Campaign,Mobile,Yes,Yes,Yes,Yes,No,Yes,Northeast,43571,No,Yes,Mixed,Other,Veteran,No,Medium,Medium,2,4,No,Regular,Yes,4,600K+,500-1000,No,No,Low,No,No,Low,Low,No,No,No
51,75-100K,700-749,2017,132825,58,1,Kia,F-150,Leased,Widowed,Bachelor's Degree,Homeowner,Unemployed,Male,Text,Event,Mobile,No,Yes,Yes,No,No,No,Northeast,42393,No,Yes,Mixed,Spanish,Veteran,No,Medium,High,5,27,No,Occasional,No,4,100-200K,1000-1500,No,Yes,Medium,No,No,High,Low,No,No,Yes
57,30-50K,700-749,2010,61932,63,0,Toyota,Corolla,Owned,Divorced,High School,Living with Family,Self-Employed,Female,Text,Cold Call,Mobile,Yes,Yes,No,Yes,Yes,Yes,Midwest,79477,Yes,No,Mixed,English,Active Duty,Yes,Medium,Medium,4,7,Yes,Regular,Yes,4,600K+,1000-1500,No,Yes,High,No,No,High,Low,Yes,No,Yes
33,50-75K,750-800,2020,176188,64,0,Hyundai,Silverado,Financed,Married,High School,Living with Family,Employed Part-Time,Other,Phone,Website,Desktop,Yes,No,No,Yes,Yes,No,South,91976,No,No,Business,Spanish,None,No,Medium,Low,2,16,No,Occasional,Yes,4,400-600K,1500-2000,Yes,No,Medium,Yes,No,Medium,Medium,No,Yes,No
85,50-75K,<600,2019,183663,55,1,Mercedes,F-150,Owned,Married,Master's Degree,Living with Family,Employed Part-Time,Male,Text,Email Campaign,Mobile,No,Yes,Yes,Yes,No,Yes,South,66615,Yes,Yes,Personal,English,Active Duty,Yes,Low,Medium,4,5,No,Occasional,Yes,5,600K+,2000+,No,No,Low,Yes,Yes,Medium,High,Yes,Yes,Yes
67,<30K,600-649,2005,58956,47,0,Toyota,Sorento,Leased,Divorced,High School,Homeowner,Employed Part-Time,Male,Phone,Website,Tablet,No,No,Yes,Yes,Yes,Yes,West,73142,Yes,Yes,Business,Other,Veteran,Yes,Medium,Low,2,20,Yes,Occasional,Yes,2,400-600K,<500,No,Yes,Medium,Yes,No,Medium,High,No,Yes,No
31,30-50K,700-749,2013,136521,58,0,Mercedes,F-150,Owned,Single,High School,Homeowner,Retired,Male,Email,Referral,Mobile,No,No,No,No,Yes,No,Midwest,62551,Yes,No,Personal,Spanish,None,No,High,High,1,18,No,Regular,Yes,6,<100K,500-1000,No,Yes,Medium,No,No,High,Low,Yes,No,No
80,150K+,750-800,2009,19513,70,0,Volkswagen,Sorento,Financed,Single,Associate Degree,Living with Family,Unemployed,Other,Text,Referral,Mobile,No,No,Yes,Yes,No,No,West,52947,No,Yes,Mixed,English,Active Duty,No,High,Medium,1,40,Yes,Regular,No,5,100-200K,2000+,Yes,No,Low,No,Yes,Low,Medium,No,No,No
71,30-50K,700-749,2008,91960,57,1,Ford,3 Series,Leased,Divorced,High School,Homeowner,Retired,Other,Email,Email Campaign,Desktop,No,Yes,Yes,No,No,No,Northeast,32584,Yes,No,Mixed,Other,Veteran,Yes,Low,High,1,17,No,Occasional,Yes,4,100-200K,1000-1500,Yes,Yes,Medium,Yes,Yes,High,Medium,Yes,No,No
78,<30K,650-699,2015,173077,47,0,Hyundai,Jetta,Financed,Married,Bachelor's Degree,Homeowner,Unemployed,Other,Text,Email Campaign,Desktop,No,No,No,Yes,Yes,Yes,Northeast,74936,Yes,Yes,Personal,Other,None,No,High,Medium,1,13,No,None,Yes,5,200-400K,500-1000,No,No,High,No,Yes,Medium,Low,Yes,No,Yes
81,100-150K,750-800,2007,109842,85,0,Toyota,F-150,Financed,Single,Bachelor's Degree,Living with Family,Unemployed,Male,Text,Cold Call,Mobile,No,Yes,Yes,No,Yes,Yes,West,80038,Yes,Yes,Personal,English,Active Duty,Yes,Low,Medium,5,2,Yes,None,No,3,200-400K,1500-2000,Yes,No,High,Yes,Yes,Low,High,No,No,Yes
38,30-50K,650-699,2016,12826,58,1,Volkswagen,Sorento,Financed,Divorced,High School,Homeowner,Retired,Other,Text,Website,Mobile,Yes,Yes,No,Yes,Yes,No,South,97488,Yes,No,Business,English,Active Duty,Yes,High,High,5,14,No,Regular,Yes,1,400-600K,2000+,No,Yes,Low,Yes,No,Medium,High,Yes,Yes,Yes
33,50-75K,600-649,2018,169391,54,0,Toyota,C-Class,Financed,Single,Master's Degree,Homeowner,Employed Full-Time,Female,Text,Email Campaign,Mobile,No,No,No,No,Yes,No,South,26472,Yes,No,Business,Spanish,Active Duty,Yes,High,Low,3,33,Yes,Regular,No,6,400-600K,1500-2000,No,No,Medium,Yes,Yes,Medium,High,Yes,No,No
67,75-100K,<600,2018,71611,71,1,Nissan,Silverado,Leased,Divorced,Some College,Living with Family,Unemployed,Other,Text,Website,Mobile,Yes,Yes,No,Yes,Yes,No,West,62585,Yes,Yes,Business,Other,Active Duty,Yes,High,High,3,19,No,Occasional,No,4,600K+,<500,Yes,Yes,Medium,No,Yes,Medium,Low,No,Yes,No
28,<30K,650-699,2018,80519,23,0,Chevrolet,Silverado,Financed,Single,Some College,Homeowner,Retired,Female,Phone,Event,Tablet,Yes,Yes,No,No,Yes,Yes,Northeast,72911,Yes,Yes,Personal,Other,Active Duty,No,High,Low,3,16,No,Occasional,Yes,5,100-200K,1500-2000,Yes,Yes,Low,Yes,Yes,Medium,High,No,No,No
66,75-100K,650-699,2020,172545,73,1,Ford,Sorento,Leased,Single,Associate Degree,Renter,Retired,Male,Mail,Cold Call,Desktop,Yes,No,No,No,No,No,Northeast,52123,No,No,Mixed,Other,Veteran,Yes,Low,High,3,17,No,Occasional,No,2,<100K,2000+,Yes,No,Medium,Yes,No,High,Low,No,No,Yes
76,50-75K,650-699,2006,199588,66,1,Toyota,Corolla,Leased,Single,Doctorate,Homeowner,Retired,Male,Phone,Website,Tablet,No,No,Yes,Yes,Yes,Yes,West,25264,Yes,Yes,Personal,Other,Veteran,Yes,Low,High,1,38,Yes,None,No,3,600K+,1000-1500,No,No,Medium,No,Yes,Medium,Medium,No,No,No
81,30-50K,600-649,2007,139938,56,1,Volkswagen,F-150,Financed,Widowed,Associate Degree,Homeowner,Employed Part-Time,Female,Mail,Website,Tablet,No,No,Yes,No,Yes,Yes,South,82583,Yes,No,Mixed,Other,Veteran,No,High,High,1,18,No,None,No,1,400-600K,500-1000,No,No,Low,No,No,Low,Medium,Yes,Yes,Yes
53,100-150K,650-699,2015,197831,59,1,Nissan,Corolla,Owned,Divorced,Associate Degree,Living with Family,Self-Employed,Other,Text,Event,Tablet,Yes,Yes,No,Yes,Yes,Yes,Midwest,38597,No,No,Business,Spanish,None,No,Medium,High,2,28,No,Regular,Yes,4,200-400K,1500-2000,Yes,No,Medium,Yes,No,Medium,Low,Yes,Yes,Yes
57,75-100K,<600,2014,68290,40,1,Volkswagen,Corolla,Leased,Widowed,Bachelor's Degree,Homeowner,Employed Part-Time,Other,Mail,Cold Call,Tablet,Yes,No,No,No,No,Yes,Northeast,47804,No,No,Personal,Spanish,None,Yes,Low,Medium,1,32,Yes,None,Yes,1,400-600K,1500-2000,No,No,Low,No,Yes,High,Low,Yes,Yes,Yes
71,30-50K,700-749,2010,23632,42,0,Hyundai,Corolla,Financed,Widowed,Master's Degree,Renter,Employed Full-Time,Other,Mail,Referral,Tablet,Yes,No,Yes,No,No,No,Northeast,33714,Yes,Yes,Mixed,Spanish,Veteran,Yes,Low,Medium,2,32,No,Occasional,No,2,100-200K,1000-1500,No,Yes,High,No,Yes,High,Low,No,Yes,Yes
41,30-50K,600-649,2018,152652,46,0,Mercedes,Civic,Financed,Widowed,Some College,Renter,Employed Part-Time,Female,Phone,Email Campaign,Tablet,No,Yes,No,Yes,No,No,Northeast,80043,Yes,Yes,Business,Spanish,Active Duty,Yes,Low,Medium,4,25,No,None,No,3,100-200K,1000-1500,Yes,Yes,Medium,Yes,Yes,High,Medium,Yes,No,No
37,75-100K,800+,2010,173486,59,1,Chevrolet,Silverado,Leased,Widowed,High School,Homeowner,Retired,Female,Phone,Event,Desktop,No,No,No,No,No,Yes,Northeast,85810,Yes,Yes,Mixed,Other,None,Yes,Medium,High,5,0,Yes,None,No,5,200-400K,500-1000,Yes,No,Low,Yes,Yes,Low,High,No,No,No
61,75-100K,<600,2008,193881,39,0,Kia,C-Class,Financed,Single,High School,Homeowner,Unemployed,Other,Email,Website,Mobile,No,Yes,Yes,Yes,Yes,Yes,West,20198,No,No,Mixed,English,Active Duty,No,High,Medium,3,27,Yes,None,No,6,600K+,1000-1500,No,Yes,High,No,Yes,Medium,Medium,Yes,Yes,No
27,50-75K,<600,2007,112293,21,0,Nissan,Elantra,Owned,Single,Some College,Renter,Employed Full-Time,Female,Text,Email Campaign,Desktop,No,Yes,Yes,Yes,No,Yes,South,45026,No,Yes,Mixed,English,None,No,High,Medium,2,18,No,None,No,1,<100K,1000-1500,No,No,Low,No,Yes,Medium,Low,Yes,No,No
61,50-75K,600-649,2005,99954,38,0,Mercedes,Civic,Financed,Divorced,Master's Degree,Living with Family,Self-Employed,Female,Mail,Website,Tablet,No,No,Yes,No,No,No,Midwest,87530,Yes,Yes,Personal,Other,Active Duty,No,Medium,Medium,3,9,No,Occasional,Yes,6,<100K,1000-1500,Yes,No,Medium,Yes,Yes,High,High,No,No,Yes
40,75-100K,600-649,2011,160789,45,0,Toyota,C-Class,Owned,Married,High School,Renter,Employed Full-Time,Other,Text,Website,Desktop,Yes,Yes,No,No,No,No,West,97170,No,No,Business,Other,Veteran,No,Low,Medium,5,2,No,Occasional,Yes,3,600K+,2000+,No,Yes,Low,Yes,No,Low,Medium,Yes,Yes,Yes
65,50-75K,700-749,2016,25244,77,0,Chevrolet,Altima,Leased,Married,Associate Degree,Renter,Retired,Male,Email,Email Campaign,Mobile,Yes,No,No,No,Yes,No,South,40402,Yes,No,Mixed,Spanish,Veteran,No,Low,High,1,13,Yes,Regular,Yes,6,400-600K,2000+,No,Yes,High,Yes,No,High,High,Yes,No,Yes
65,100-150K,700-749,2023,88634,76,0,Mercedes,F-150,Financed,Widowed,Bachelor's Degree,Homeowner,Self-Employed,Female,Mail,Event,Mobile,Yes,Yes,Yes,Yes,No,No,South,32451,No,No,Personal,English,None,Yes,Low,Low,1,22,No,None,Yes,1,400-600K,500-1000,No,Yes,Low,No,Yes,Low,Medium,No,Yes,Yes
26,50-75K,650-699,2012,81596,61,0,Kia,Silverado,Owned,Single,High School,Living with Family,Unemployed,Female,Text,Website,Mobile,Yes,No,Yes,Yes,Yes,No,Midwest,11613,Yes,Yes,Personal,English,None,Yes,Medium,High,5,39,No,Regular,Yes,1,600K+,500-1000,Yes,No,Low,Yes,Yes,Low,Medium,Yes,No,Yes
73,75-100K,600-649,2018,20850,70,1,Kia,Sorento,Leased,Single,Some College,Homeowner,Retired,Other,Mail,Email Campaign,Mobile,Yes,No,Yes,Yes,Yes,Yes,West,49993,No,No,Business,English,None,Yes,High,Medium,4,23,Yes,None,No,5,400-600K,500-1000,No,Yes,Medium,Yes,Yes,Medium,Medium,No,No,No
70,50-75K,700-749,2016,185156,62,0,Volkswagen,Sorento,Owned,Widowed,Master's Degree,Homeowner,Unemployed,Other,Mail,Referral,Mobile,No,Yes,Yes,No,No,Yes,Northeast,51086,Yes,Yes,Business,Other,Veteran,No,Low,High,2,11,No,Occasional,No,1,400-600K,1000-1500,No,Yes,Low,Yes,Yes,High,High,Yes,Yes,Yes
62,30-50K,650-699,2018,141503,57,1,Honda,C-Class,Owned,Divorced,Some College,Homeowner,Unemployed,Other,Mail,Event,Mobile,No,No,No,No,Yes,Yes,South,37720,Yes,No,Personal,Other,None,Yes,Low,Medium,4,9,Yes,None,No,1,100-200K,500-1000,Yes,No,High,No,Yes,High,Medium,Yes,No,No
23,<30K,650-699,2014,25800,25,1,Chevrolet,Jetta,Financed,Widowed,Bachelor's Degree,Renter,Employed Full-Time,Male,Mail,Referral,Tablet,Yes,No,Yes,Yes,No,No,West,90922,No,Yes,Mixed,English,Veteran,No,Low,Low,4,8,Yes,Regular,Yes,4,600K+,1500-2000,No,Yes,High,Yes,No,Medium,Low,No,No,No
75,100-150K,600-649,2018,157750,86,1,BMW,Sorento,Financed,Single,Associate Degree,Living with Family,Retired,Female,Mail,Email Campaign,Desktop,Yes,No,No,No,No,Yes,Midwest,40590,No,No,Mixed,Spanish,Veteran,No,Low,Low,4,22,No,Occasional,Yes,5,400-600K,2000+,Yes,Yes,High,No,No,High,Low,Yes,No,No
36,<30K,700-749,2014,149991,44,0,BMW,Altima,Owned,Divorced,Master's Degree,Homeowner,Self-Employed,Male,Email,Website,Desktop,No,Yes,No,No,Yes,Yes,Midwest,43495,No,No,Personal,Spanish,Veteran,No,Low,High,2,4,Yes,Occasional,Yes,5,600K+,500-1000,Yes,No,Low,Yes,Yes,Medium,High,No,Yes,Yes
40,<30K,700-749,2023,12870,52,0,Ford,C-Class,Financed,Divorced,High School,Homeowner,Self-Employed,Other,Mail,Email Campaign,Mobile,No,Yes,No,No,No,No,South,61480,Yes,No,Business,Other,Veteran,Yes,Low,Medium,4,31,No,Regular,Yes,5,600K+,500-1000,No,Yes,High,No,Yes,Medium,Medium,No,No,Yes
49,75-100K,650-699,2023,49109,42,0,Kia,Altima,Owned,Married,Doctorate,Living with Family,Retired,Female,Email,Referral,Mobile,Yes,No,Yes,No,No,Yes,Northeast,50523,No,No,Personal,Spanish,Active Duty,No,Medium,Medium,1,23,Yes,Occasional,Yes,5,400-600K,1500-2000,No,No,Medium,No,Yes,Medium,Medium,No,No,No
49,50-75K,<600,2022,179253,51,0,Volkswagen,Elantra,Owned,Married,Doctorate,Renter,Employed Part-Time,Male,Text,Event,Desktop,Yes,No,Yes,Yes,Yes,No,Northeast,16472,No,No,Business,English,Veteran,Yes,Low,High,2,15,No,Regular,No,4,400-600K,500-1000,No,No,High,No,No,Medium,Low,No,No,No
69,30-50K,600-649,2010,67551,50,0,Toyota,Sorento,Financed,Divorced,Associate Degree,Living with Family,Unemployed,Male,Phone,Cold Call,Mobile,No,Yes,No,Yes,Yes,No,Northeast,54742,No,Yes,Personal,English,Veteran,Yes,High,High,2,19,Yes,None,No,1,400-600K,<500,Yes,No,Low,Yes,Yes,Low,High,No,Yes,Yes
46,75-100K,750-800,2019,35835,54,1,Chevrolet,C-Class,Owned,Single,Doctorate,Renter,Unemployed,Female,Phone,Cold Call,Desktop,Yes,No,Yes,No,Yes,No,West,20381,No,No,Business,Other,Active Duty,Yes,Medium,Medium,4,35,No,Regular,No,1,<100K,1000-1500,No,No,Low,Yes,Yes,High,High,Yes,Yes,No
57,50-75K,650-699,2007,128785,56,0,Volkswagen,Elantra,Leased,Married,Master's Degree,Renter,Employed Part-Time,Other,Email,Email Campaign,Desktop,No,Yes,No,No,No,Yes,West,32236,Yes,No,Business,Spanish,None,No,Medium,Medium,1,23,No,Occasional,Yes,5,200-400K,2000+,Yes,Yes,High,Yes,No,Low,Low,No,Yes,No
36,30-50K,650-699,2006,117785,33,0,Hyundai,Civic,Leased,Widowed,Some College,Homeowner,Self-Employed,Other,Mail,Website,Desktop,No,No,No,Yes,No,No,Midwest,95089,Yes,No,Business,Other,Veteran,Yes,Medium,High,2,40,No,Occasional,No,4,600K+,2000+,Yes,No,High,Yes,No,Medium,Low,Yes,Yes,Yes
39,50-75K,700-749,2015,145213,59,1,BMW,Silverado,Leased,Married,Some College,Living with Family,Unemployed,Female,Phone,Cold Call,Desktop,No,No,Yes,No,No,No,South,65210,No,No,Personal,Other,None,Yes,Medium,High,5,9,Yes,Regular,Yes,6,600K+,1500-2000,Yes,Yes,Low,Yes,No,Low,Low,No,Yes,Yes
81,75-100K,700-749,2021,178937,94,1,Chevrolet,3 Series,Financed,Married,Bachelor's Degree,Homeowner,Retired,Male,Mail,Email Campaign,Tablet,No,Yes,No,No,No,No,West,37102,No,No,Personal,Spanish,None,No,Low,Medium,1,1,Yes,Occasional,Yes,5,400-600K,<500,No,No,Medium,No,Yes,Medium,Low,Yes,Yes,Yes
23,75-100K,750-800,2014,144925,60,0,BMW,Altima,Leased,Single,Doctorate,Renter,Unemployed,Other,Mail,Email Campaign,Mobile,No,No,No,Yes,Yes,Yes,South,27536,Yes,Yes,Business,Spanish,Active Duty,No,Medium,Low,4,34,No,Regular,No,5,<100K,500-1000,Yes,No,Low,No,Yes,Medium,High,No,No,Yes
48,75-100K,700-749,2020,166276,69,0,Mercedes,Jetta,Financed,Single,High School,Homeowner,Retired,Other,Text,Cold Call,Tablet,No,No,No,No,No,Yes,West,55477,Yes,No,Business,Spanish,None,Yes,Medium,Low,1,34,Yes,Occasional,No,3,600K+,1000-1500,No,No,Low,Yes,Yes,Medium,Low,Yes,Yes,No
87,50-75K,<600,2010,178838,62,1,BMW,Elantra,Owned,Divorced,Bachelor's Degree,Homeowner,Employed Full-Time,Male,Mail,Event,Desktop,Yes,Yes,Yes,No,No,Yes,West,35535,Yes,No,Personal,English,Veteran,No,Medium,High,5,26,Yes,Occasional,No,3,200-400K,1500-2000,Yes,No,Low,Yes,Yes,High,Medium,Yes,Yes,No
81,30-50K,700-749,2015,84236,73,1,Chevrolet,F-150,Leased,Widowed,Doctorate,Living with Family,Self-Employed,Male,Phone,Email Campaign,Tablet,Yes,No,Yes,Yes,No,No,West,80552,No,Yes,Business,English,None,No,Low,Low,3,34,No,Occasional,Yes,1,400-600K,1500-2000,No,Yes,Low,Yes,No,Medium,High,No,No,Yes
72,75-100K,650-699,2011,79663,70,0,Chevrolet,Elantra,Leased,Widowed,Bachelor's Degree,Homeowner,Self-Employed,Male,Phone,Cold Call,Tablet,No,No,Yes,Yes,No,Yes,Midwest,79703,Yes,No,Business,Other,None,Yes,High,Medium,2,3,Yes,Occasional,Yes,4,200-400K,1500-2000,Yes,Yes,Medium,No,No,Medium,High,No,Yes,Yes
88,50-75K,650-699,2010,98822,67,1,BMW,Altima,Financed,Widowed,Doctorate,Renter,Retired,Female,Email,Referral,Tablet,Yes,No,No,Yes,No,Yes,Northeast,23539,Yes,No,Personal,Spanish,Veteran,Yes,Medium,Medium,2,37,Yes,Occasional,Yes,4,600K+,<500,Yes,No,High,Yes,Yes,High,Medium,No,No,Yes
89,<30K,650-699,2008,30853,46,0,Kia,Jetta,Owned,Widowed,Some College,Homeowner,Employed Part-Time,Male,Email,Email Campaign,Desktop,Yes,No,Yes,Yes,Yes,No,South,28724,No,No,Mixed,Other,Active Duty,Yes,Medium,Low,4,3,No,Regular,No,3,<100K,1500-2000,Yes,No,Low,No,Yes,Low,High,No,No,Yes
53,100-150K,650-699,2015,136941,44,0,Honda,Jetta,Leased,Single,Doctorate,Renter,Self-Employed,Male,Text,Referral,Mobile,No,No,Yes,No,No,Yes,Midwest,55769,Yes,Yes,Personal,Other,Active Duty,No,Low,Low,5,4,Yes,Regular,No,5,600K+,2000+,No,No,Low,No,No,High,Low,No,Yes,Yes
63,30-50K,650-699,2007,169918,34,0,Chevrolet,F-150,Financed,Widowed,High School,Renter,Retired,Other,Phone,Event,Desktop,No,No,No,No,No,Yes,Midwest,82109,Yes,Yes,Business,Spanish,Active Duty,Yes,Medium,Low,1,4,Yes,Occasional,Yes,6,200-400K,<500,Yes,Yes,Medium,No,No,Medium,Low,No,No,No
38,30-50K,700-749,2006,53493,40,0,Mercedes,F-150,Owned,Single,Some College,Homeowner,Self-Employed,Other,Phone,Referral,Desktop,Yes,No,Yes,No,No,No,South,95279,No,No,Mixed,English,Veteran,No,Low,High,3,38,No,Regular,No,4,200-400K,1000-1500,No,No,Low,Yes,No,Medium,Low,No,No,No
75,150K+,650-699,2011,107085,72,1,Hyundai,Altima,Leased,Single,Master's Degree,Living with Family,Unemployed,Female,Email,Website,Mobile,Yes,No,Yes,Yes,Yes,No,Midwest,44824,Yes,Yes,Mixed,English,Veteran,Yes,Medium,High,5,37,No,Regular,Yes,5,400-600K,1000-1500,No,No,Medium,Yes,No,Medium,Medium,Yes,No,Yes
76,30-50K,600-649,2006,156296,53,0,Ford,Sorento,Leased,Divorced,Bachelor's Degree,Renter,Unemployed,Male,Phone,Website,Desktop,No,Yes,No,No,No,Yes,Northeast,55517,Yes,Yes,Mixed,Other,Veteran,No,High,High,5,24,No,Regular,No,1,100-200K,2000+,No,No,Medium,Yes,No,Medium,Low,No,Yes,Yes
80,75-100K,800+,2010,97562,83,1,Nissan,Elantra,Owned,Divorced,Associate Degree,Homeowner,Retired,Other,Email,Event,Mobile,No,Yes,No,Yes,No,Yes,South,26241,No,No,Personal,English,Veteran,Yes,Medium,Medium,4,40,No,Regular,Yes,6,200-400K,1500-2000,Yes,Yes,Medium,Yes,Yes,High,High,Yes,Yes,Yes
63,<30K,600-649,2005,47718,35,1,Volkswagen,Civic,Leased,Married,Some College,Homeowner,Self-Employed,Female,Text,Event,Tablet,No,No,Yes,No,No,No,West,90957,No,Yes,Personal,Other,Active Duty,No,High,Low,2,16,Yes,Regular,Yes,3,400-600K,1000-1500,No,No,Medium,Yes,No,High,Low,No,No,No
82,100-150K,600-649,2006,188301,61,1,Kia,C-Class,Financed,Married,High School,Living with Family,Employed Part-Time,Female,Text,Website,Desktop,No,Yes,Yes,Yes,Yes,Yes,West,60802,Yes,No,Business,Other,Veteran,Yes,Medium,Low,4,29,Yes,None,Yes,1,600K+,1500-2000,Yes,No,Low,No,No,Low,Low,Yes,Yes,No
62,75-100K,650-699,2005,75261,49,0,Hyundai,Elantra,Owned,Married,High School,Renter,Unemployed,Female,Mail,Referral,Tablet,Yes,No,No,Yes,Yes,Yes,South,94233,Yes,No,Business,English,None,No,Low,High,3,1,Yes,None,No,3,100-200K,1500-2000,Yes,No,High,Yes,Yes,Medium,Medium,No,Yes,No
30,75-100K,650-699,2011,28438,69,0,Chevrolet,Jetta,Financed,Widowed,Master's Degree,Living with Family,Employed Part-Time,Female,Email,Event,Tablet,No,No,No,No,No,No,Northeast,24380,No,Yes,Mixed,English,Veteran,Yes,Low,Medium,3,39,No,Occasional,No,3,600K+,<500,No,Yes,Medium,Yes,Yes,Medium,Low,No,No,No
75,75-100K,700-749,2014,113643,71,1,Hyundai,Sorento,Financed,Widowed,Associate Degree,Renter,Unemployed,Female,Email,Cold Call,Tablet,Yes,Yes,No,Yes,Yes,No,South,99026,Yes,No,Business,English,Veteran,No,Medium,Low,3,24,Yes,Regular,Yes,5,<100K,500-1000,No,Yes,Low,Yes,Yes,Low,Low,No,Yes,Yes
77,75-100K,650-699,2015,30578,90,0,Chevrolet,3 Series,Leased,Widowed,High School,Living with Family,Retired,Other,Mail,Referral,Desktop,No,Yes,Yes,Yes,Yes,Yes,Midwest,38240,Yes,No,Personal,English,Active Duty,Yes,Medium,High,4,34,Yes,Regular,No,5,<100K,500-1000,Yes,Yes,Low,Yes,No,High,Medium,Yes,No,No
51,100-150K,700-749,2019,35369,72,1,Toyota,Altima,Owned,Divorced,High School,Renter,Unemployed,Female,Email,Referral,Mobile,No,Yes,No,Yes,No,Yes,South,31222,Yes,Yes,Business,Other,Active Duty,No,Medium,Medium,2,35,No,Occasional,Yes,3,200-400K,1500-2000,No,No,High,Yes,Yes,Medium,Medium,Yes,Yes,No
75,30-50K,<600,2023,2606,68,1,Volkswagen,C-Class,Owned,Divorced,Some College,Living with Family,Self-Employed,Other,Phone,Event,Desktop,No,Yes,No,No,No,No,Northeast,59401,No,Yes,Personal,Spanish,Veteran,No,High,Medium,1,10,No,Occasional,No,2,<100K,<500,No,Yes,Low,Yes,No,High,High,No,Yes,No
81,50-75K,750-800,2006,136872,76,0,Ford,Jetta,Leased,Single,High School,Living with Family,Employed Part-Time,Male,Phone,Event,Tablet,No,No,No,No,Yes,Yes,Midwest,68526,No,Yes,Business,Other,None,No,Medium,Low,5,19,No,None,No,5,<100K,1500-2000,Yes,Yes,Medium,Yes,No,Medium,High,Yes,Yes,No
83,75-100K,700-749,2019,56393,79,1,Toyota,C-Class,Financed,Single,Bachelor's Degree,Homeowner,Retired,Other,Mail,Email Campaign,Desktop,Yes,No,No,Yes,Yes,No,Northeast,74360,Yes,No,Business,Other,None,No,High,Medium,2,15,Yes,Regular,No,1,200-400K,<500,No,No,Low,No,No,Medium,Medium,No,Yes,No
76,30-50K,600-649,2015,28988,50,0,Kia,Elantra,Financed,Single,Doctorate,Renter,Retired,Other,Text,Website,Desktop,No,No,No,No,No,No,Northeast,90537,No,Yes,Mixed,Other,Active Duty,No,High,High,3,23,No,Occasional,Yes,1,200-400K,1500-2000,No,Yes,Low,Yes,No,Medium,Low,No,No,No
74,100-150K,600-649,2013,37270,49,1,Ford,Civic,Financed,Widowed,Doctorate,Living with Family,Unemployed,Male,Mail,Email Campaign,Mobile,No,Yes,No,No,Yes,No,South,25953,Yes,No,Mixed,English,Active Duty,Yes,Medium,Medium,2,31,No,Occasional,Yes,6,600K+,<500,Yes,Yes,High,No,Yes,Low,Medium,Yes,No,Yes
47,50-75K,<600,2011,98056,32,0,Volkswagen,Jetta,Owned,Divorced,Associate Degree,Living with Family,Employed Full-Time,Other,Text,Cold Call,Desktop,No,Yes,Yes,Yes,No,Yes,Northeast,22386,Yes,No,Mixed,Spanish,Active Duty,Yes,High,Medium,4,5,No,None,No,6,600K+,2000+,Yes,Yes,High,No,No,Medium,High,No,No,Yes
54,<30K,700-749,2006,19268,47,0,Nissan,3 Series,Owned,Single,Bachelor's Degree,Living with Family,Employed Full-Time,Female,Email,Email Campaign,Mobile,No,No,Yes,Yes,No,Yes,South,69233,No,Yes,Mixed,Spanish,Active Duty,Yes,Medium,Low,4,12,Yes,None,No,4,100-200K,<500,Yes,No,Low,Yes,Yes,Medium,Low,No,No,No
88,100-150K,650-699,2023,57462,90,1,Toyota,Civic,Owned,Widowed,Some College,Living with Family,Unemployed,Other,Text,Website,Mobile,No,Yes,Yes,No,Yes,No,South,53670,No,Yes,Personal,English,Active Duty,No,High,High,5,7,No,None,No,2,100-200K,500-1000,Yes,Yes,Medium,No,No,Medium,High,No,No,No
